3.064081647112711835e+02 3.827221371209545975e+00 -1.024002606735350973e+01 -4.266605714315539477e-01 -1.177968845117761898e+00 -2.177839519444467076e+00 1.904044899312087535e+00 1.016540190995959492e+00 2.224352340590883270e-01 3.673547729592490096e-01 4.111432026068626011e-01 3.279422494355932471e-01 8.406151503497999444e-02 -1.343785956445687768e-01 -2.687238426013530690e-01
3.827221371209545975e+00 1.266964347432787577e+02 -1.450649030684347629e+01 -4.599222048243262861e+00 1.043443934078901458e+00 1.810176742524544080e+00 4.541169494623236713e-01 -6.512837062280966149e-01 -8.269410153632299199e-02 1.231901525898041888e-01 6.085582331230159070e-02 1.213388047461374519e-01 6.713169577009310551e-02 -1.795280763019228756e-03 1.215677848925781311e-02
-1.024002606735350973e+01 -1.450649030684347629e+01 2.900585151890773616e+01 -9.307572801699848242e-01 -7.871215419572082928e-01 9.574734924880193843e-01 -4.658726964509138924e-01 -4.987069162648150589e-01 -1.905937698244114520e-01 -1.617830709634852648e-01 2.169991335635038793e-02 8.917746613477392850e-03 4.500196798245521129e-02 3.789852369116385872e-02 -4.703474679628787299e-03
-4.266605714315539477e-01 -4.599222048243262861e+00 -9.307572801699848242e-01 1.196023394058762435e+01 4.789449652958109871e-01 7.086996408952849213e-01 1.275897174305043631e-02 2.109745125995081960e-01 1.541094868341575108e-01 3.398774081179282980e-02 5.707841718893381933e-02 4.220995782332227081e-02 7.149831156238996288e-02 3.575545132968649398e-02 4.278631631207108904e-02
-1.177968845117761898e+00 1.043443934078901458e+00 -7.871215419572082928e-01 4.789449652958109871e-01 2.747321340538906753e+00 -7.424033377259965649e-02 5.796782558790802148e-02 1.196594284042842987e-01 2.608353730943874238e-02 2.447617405559162143e-02 -2.361069537749312108e-02 1.570541138115648730e-02 -2.626370677591960412e-02 -9.060882513141734970e-03 2.344220546613252215e-03
-2.177839519444467076e+00 1.810176742524544080e+00 9.574734924880193843e-01 7.086996408952849213e-01 -7.424033377259965649e-02 1.551307156658936259e+00 2.695985976787181049e-02 8.300805464725490024e-02 -5.255078625252009722e-02 2.021632495000902363e-02 1.358854711976427432e-02 2.462611497835168542e-02 1.281941684013757510e-03 -1.019990002065344729e-02 9.255405135444715742e-03
1.904044899312087535e+00 4.541169494623236713e-01 -4.658726964509138924e-01 1.275897174305043631e-02 5.796782558790802148e-02 2.695985976787181049e-02 4.833537376319413936e-01 7.626621042918810267e-02 2.242363501113259217e-02 3.524553771841574309e-03 2.250149698047702873e-02 1.742204090127930094e-02 3.029555659625063520e-03 -6.899026068780910598e-03 -1.030518979952057407e-02
1.016540190995959492e+00 -6.512837062280966149e-01 -4.987069162648150589e-01 2.109745125995081960e-01 1.196594284042842987e-01 8.300805464725490024e-02 7.626621042918810267e-02 2.299926118832802402e-01 3.192597500864473997e-02 -5.640101575680650514e-03 1.007819607285565227e-03 5.526394631249564350e-03 4.545906281877504034e-04 5.582088035887903784e-04 3.734551112760637216e-03
2.224352340590883270e-01 -8.269410153632299199e-02 -1.905937698244114520e-01 1.541094868341575108e-01 2.608353730943874238e-02 -5.255078625252009722e-02 2.242363501113259217e-02 3.192597500864473997e-02 8.203302852120737676e-02 9.297674196565762494e-03 5.296427487959428325e-03 8.345321483233815972e-04 1.343083751389931736e-03 3.340224151701342821e-04 4.405243332974654452e-04
3.673547729592490096e-01 1.231901525898041888e-01 -1.617830709634852648e-01 3.398774081179282980e-02 2.447617405559162143e-02 2.021632495000902363e-02 3.524553771841574309e-03 -5.640101575680650514e-03 9.297674196565762494e-03 3.603706885952014799e-02 6.337680752179197449e-03 5.705897726334630167e-03 1.589336393071315518e-03 -1.607934651992159363e-03 -3.692984008449025617e-03
4.111432026068626011e-01 6.085582331230159070e-02 2.169991335635038793e-02 5.707841718893381933e-02 -2.361069537749312108e-02 1.358854711976427432e-02 2.250149698047702873e-02 1.007819607285565227e-03 5.296427487959428325e-03 6.337680752179197449e-03 2.172337198563984925e-02 6.835303983932396535e-03 2.026448145725751483e-03 -1.324472257901546371e-05 -1.724593711712692809e-04
3.279422494355932471e-01 1.213388047461374519e-01 8.917746613477392850e-03 4.220995782332227081e-02 1.570541138115648730e-02 2.462611497835168542e-02 1.742204090127930094e-02 5.526394631249564350e-03 8.345321483233815972e-04 5.705897726334630167e-03 6.835303983932396535e-03 1.077638887355033583e-02 3.510291178256305569e-03 -2.342628794018990126e-04 1.307755998395061846e-04
8.406151503497999444e-02 6.713169577009310551e-02 4.500196798245521129e-02 7.149831156238996288e-02 -2.626370677591960412e-02 1.281941684013757510e-03 3.029555659625063520e-03 4.545906281877504034e-04 1.343083751389931736e-03 1.589336393071315518e-03 2.026448145725751483e-03 3.510291178256305569e-03 8.316541794089212999e-03 2.596027571773733712e-03 1.674211027177476517e-03
-1.343785956445687768e-01 -1.795280763019228756e-03 3.789852369116385872e-02 3.575545132968649398e-02 -9.060882513141734970e-03 -1.019990002065344729e-02 -6.899026068780910598e-03 5.582088035887903784e-04 3.340224151701342821e-04 -1.607934651992159363e-03 -1.324472257901546371e-05 -2.342628794018990126e-04 2.596027571773733712e-03 5.161081163200331376e-03 3.148367958647429240e-03
-2.687238426013530690e-01 1.215677848925781311e-02 -4.703474679628787299e-03 4.278631631207108904e-02 2.344220546613252215e-03 9.255405135444715742e-03 -1.030518979952057407e-02 3.734551112760637216e-03 4.405243332974654452e-04 -3.692984008449025617e-03 -1.724593711712692809e-04 1.307755998395061846e-04 1.674211027177476517e-03 3.148367958647429240e-03 6.474001616059551524e-03
